      Time       Date     Sample #  Type  Sub Chan  Num	Aux
[19:44:18.824 09/02/1996]   109701     "    0  255    0	PAP   52 > 50  
[19:44:19.848 09/02/1996]   109702     "    0  255    0	PAP   52 > 50  
[19:44:20.872 09/02/1996]   109703     "    0  255    0	PAP   52 > 50  
[19:44:21.896 09/02/1996]   109704     "    0  255    0	PAP   52 > 50  
[19:44:22.920 09/02/1996]   109705     "    0  255    0	PAP   52 > 50  
[19:44:23.944 09/02/1996]   109706     "    0  255    0	PAP   52 > 50  
[19:44:44.424 09/02/1996]   109726     "    0  255    0	PAP   54 > 50  
[19:44:45.448 09/02/1996]   109727     "    0  255    0	PAP   54 > 50  
[19:44:46.472 09/02/1996]   109728     "    0  255    0	PAP   54 > 50  
[19:44:47.496 09/02/1996]   109729     "    0  255    0	PAP   54 > 50  
[19:44:48.520 09/02/1996]   109730     "    0  255    0	PAP   54 > 50  
[19:44:49.544 09/02/1996]   109731     "    0  255    0	PAP   54 > 50  
[19:44:50.568 09/02/1996]   109732     "    0  255    0	PAP   54 > 50  
[19:44:51.592 09/02/1996]   109733     "    0  255    0	PAP   54 > 50  
[19:44:52.616 09/02/1996]   109734     "    0  255    0	PAP   54 > 50  
[19:44:53.640 09/02/1996]   109735     "    0  255    0	PAP   54 > 50  
[19:44:54.664 09/02/1996]   109736     "    0  255    0	PAP   54 > 50  
[19:44:55.688 09/02/1996]   109737     "    0  255    0	PAP   54 > 50  
[19:44:56.712 09/02/1996]   109738     "    0  255    0	PAP   54 > 50  
[19:44:57.736 09/02/1996]   109739     "    0  255    0	PAP   54 > 50  
[19:44:58.760 09/02/1996]   109740     "    0  255    0	PAP   54 > 50  
[19:44:59.784 09/02/1996]   109741     "    0  255    0	PAP   54 > 50  
[19:45:00.808 09/02/1996]   109742     "    0  255    0	PAP   54 > 50  
[19:45:01.832 09/02/1996]   109743     "    0  255    0	PAP   54 > 50  
[19:45:02.856 09/02/1996]   109744     "    0  255    0	PAP   54 > 50  
[19:45:03.880 09/02/1996]   109745     "    0  255    0	PAP   54 > 50  
[19:45:04.904 09/02/1996]   109746     "    0  255    0	PAP   54 > 50  
[19:45:05.928 09/02/1996]   109747     "    0  255    0	PAP   54 > 50  
[19:45:06.952 09/02/1996]   109748     "    0  255    0	PAP   54 > 50  
[19:45:07.976 09/02/1996]   109749     "    0  255    0	PAP   54 > 50  
[19:45:32.552 09/02/1996]   109773     "    0  255    0	PAP   54 > 50  
[19:45:33.576 09/02/1996]   109774     "    0  255    0	PAP   54 > 50  
[19:45:34.600 09/02/1996]   109775     "    0  255    0	PAP   54 > 50  
[19:45:35.624 09/02/1996]   109776     "    0  255    0	PAP   54 > 50  
[19:45:36.648 09/02/1996]   109777     "    0  255    0	PAP   54 > 50  
[19:45:37.672 09/02/1996]   109778     "    0  255    0	PAP   54 > 50  
[19:45:38.696 09/02/1996]   109779     "    0  255    0	PAP   54 > 50  
[19:45:39.720 09/02/1996]   109780     "    0  255    0	PAP   54 > 50  
[19:45:40.744 09/02/1996]   109781     "    0  255    0	PAP   54 > 50  
[19:45:41.768 09/02/1996]   109782     "    0  255    0	PAP   54 > 50  
[19:45:57.128 09/02/1996]   109797     "    0  255    0	PAP   53 > 50  
[19:45:58.152 09/02/1996]   109798     "    0  255    0	PAP   53 > 50  
[19:45:59.176 09/02/1996]   109799     "    0  255    0	PAP   53 > 50  
[19:46:00.200 09/02/1996]   109800     "    0  255    0	PAP   53 > 50  
[19:46:01.224 09/02/1996]   109801     "    0  255    0	PAP   53 > 50  
[19:46:02.248 09/02/1996]   109802     "    0  255    0	PAP   53 > 50  
[19:46:03.272 09/02/1996]   109803     "    0  255    0	PAP   53 > 50  
[19:46:04.296 09/02/1996]   109804     "    0  255    0	PAP   53 > 50  
[19:46:05.320 09/02/1996]   109805     "    0  255    0	PAP   53 > 50  
[19:46:06.344 09/02/1996]   109806     "    0  255    0	PAP   53 > 50  
[19:46:07.368 09/02/1996]   109807     "    0  255    0	PAP   53 > 50  
[19:46:08.392 09/02/1996]   109808     "    0  255    0	PAP   53 > 50  
[19:46:09.416 09/02/1996]   109809     "    0  255    0	PAP   53 > 50  
[19:46:10.440 09/02/1996]   109810     "    0  255    0	PAP   53 > 50  
[19:46:11.464 09/02/1996]   109811     "    0  255    0	PAP   53 > 50  
[19:46:12.488 09/02/1996]   109812     "    0  255    0	PAP   53 > 50  
[19:46:13.512 09/02/1996]   109813     "    0  255    0	PAP   53 > 50  
[19:46:14.536 09/02/1996]   109814     "    0  255    0	PAP   53 > 50  
[19:46:15.560 09/02/1996]   109815     "    0  255    0	PAP   53 > 50  
[19:46:16.584 09/02/1996]   109816     "    0  255    0	PAP   53 > 50  
[19:46:17.608 09/02/1996]   109817     "    0  255    0	PAP   54 > 50  
[19:46:18.632 09/02/1996]   109818     "    0  255    0	PAP   54 > 50  
[19:46:19.656 09/02/1996]   109819     "    0  255    0	PAP   54 > 50  
[19:46:20.680 09/02/1996]   109820     "    0  255    0	PAP   54 > 50  
[19:46:21.704 09/02/1996]   109821     "    0  255    0	PAP   56 > 50  
[19:46:22.728 09/02/1996]   109822     "    0  255    0	PAP   56 > 50  
[19:46:23.752 09/02/1996]   109823     "    0  255    0	PAP   56 > 50  
[19:46:24.776 09/02/1996]   109824     "    0  255    0	PAP   56 > 50  
[19:46:25.800 09/02/1996]   109825     "    0  255    0	PAP   56 > 50  
[19:46:26.824 09/02/1996]   109826     "    0  255    0	PAP   56 > 50  
[19:46:27.848 09/02/1996]   109827     "    0  255    0	PAP   56 > 50  
[19:46:28.872 09/02/1996]   109828     "    0  255    0	PAP   56 > 50  
[19:46:29.896 09/02/1996]   109829     "    0  255    0	PAP   56 > 50  
[19:46:30.920 09/02/1996]   109830     "    0  255    0	PAP   56 > 50  
[19:46:31.944 09/02/1996]   109831     "    0  255    0	PAP   56 > 50  
[19:46:32.968 09/02/1996]   109832     "    0  255    0	PAP   56 > 50  
[19:46:33.992 09/02/1996]   109833     "    0  255    0	PAP   56 > 50  
[19:46:35.016 09/02/1996]   109834     "    0  255    0	PAP   56 > 50  
[19:46:36.040 09/02/1996]   109835     "    0  255    0	PAP   56 > 50  
[19:46:37.064 09/02/1996]   109836     "    0  255    0	PAP   56 > 50  
[19:46:38.088 09/02/1996]   109837     "    0  255    0	PAP   56 > 50  
[19:46:39.112 09/02/1996]   109838     "    0  255    0	PAP   56 > 50  
[19:46:40.136 09/02/1996]   109839     "    0  255    0	PAP   56 > 50  
[19:46:41.160 09/02/1996]   109840     "    0  255    0	PAP   56 > 50  
[19:46:42.184 09/02/1996]   109841     "    0  255    0	PAP   56 > 50  
[19:46:43.208 09/02/1996]   109842     "    0  255    0	PAP   56 > 50  
[19:46:44.232 09/02/1996]   109843     "    0  255    0	PAP   56 > 50  
[19:46:45.256 09/02/1996]   109844     "    0  255    0	PAP   56 > 50  
[19:46:46.280 09/02/1996]   109845     "    0  255    0	PAP   56 > 50  
[19:46:47.304 09/02/1996]   109846     "    0  255    0	PAP   56 > 50  
[19:46:48.328 09/02/1996]   109847     "    0  255    0	PAP   56 > 50  
[19:46:49.352 09/02/1996]   109848     "    0  255    0	PAP   56 > 50  
[19:46:50.376 09/02/1996]   109849     "    0  255    0	PAP   56 > 50  
[19:46:51.400 09/02/1996]   109850     "    0  255    0	PAP   56 > 50  
[19:46:52.424 09/02/1996]   109851     "    0  255    0	PAP   56 > 50  
[19:46:53.448 09/02/1996]   109852     "    0  255    0	PAP   76 > 50  
[19:46:54.472 09/02/1996]   109853     "    0  255    0	PAP   76 > 50  
[19:46:55.496 09/02/1996]   109854     "    0  255    0	PAP   76 > 50  
[19:46:56.520 09/02/1996]   109855     "    0  255    0	PAP   76 > 50  
[19:46:57.544 09/02/1996]   109856     "    0  255    0	PAP   76 > 50  
[19:46:58.568 09/02/1996]   109857     "    0  255    0	PAP   76 > 50  
[19:46:59.592 09/02/1996]   109858     "    0  255    0	PAP   76 > 50  
[19:47:00.616 09/02/1996]   109859     "    0  255    0	PAP   76 > 50  
[19:47:01.640 09/02/1996]   109860     "    0  255    0	PAP   76 > 50  
[19:47:02.664 09/02/1996]   109861     "    0  255    0	PAP   76 > 50  
[19:47:03.688 09/02/1996]   109862     "    0  255    0	PAP   76 > 50  
[19:47:04.712 09/02/1996]   109863     "    0  255    0	PAP   76 > 50  
[19:47:05.736 09/02/1996]   109864     "    0  255    0	PAP   76 > 50  
[19:47:06.760 09/02/1996]   109865     "    0  255    0	PAP   76 > 50  
[19:47:07.784 09/02/1996]   109866     "    0  255    0	PAP   76 > 50  
[19:47:08.808 09/02/1996]   109867     "    0  255    0	PAP   76 > 50  
[19:47:09.832 09/02/1996]   109868     "    0  255    0	PAP   76 > 50  
[19:47:10.856 09/02/1996]   109869     "    0  255    0	PAP   76 > 50  
[19:47:11.880 09/02/1996]   109870     "    0  255    0	PAP   76 > 50  
[19:47:12.904 09/02/1996]   109871     "    0  255    0	PAP   76 > 50  
[19:47:13.928 09/02/1996]   109872     "    0  255    0	PAP   76 > 50  
[19:47:14.952 09/02/1996]   109873     "    0  255    0	PAP   76 > 50  
[19:47:15.976 09/02/1996]   109874     "    0  255    0	PAP   76 > 50  
[19:47:17.000 09/02/1996]   109875     "    0  255    0	PAP   76 > 50  
[19:47:18.024 09/02/1996]   109876     "    0  255    0	PAP   76 > 50  
[19:47:19.048 09/02/1996]   109877     "    0  255    0	PAP   76 > 50  
[19:47:20.072 09/02/1996]   109878     "    0  255    0	PAP   76 > 50  
[19:47:21.096 09/02/1996]   109879     "    0  255    0	PAP   76 > 50  
[19:47:22.120 09/02/1996]   109880     "    0  255    0	PAP   76 > 50  
[19:47:23.144 09/02/1996]   109881     "    0  255    0	PAP   76 > 50  
[19:47:24.168 09/02/1996]   109882     "    0  255    0	PAP   76 > 50  
[19:47:25.192 09/02/1996]   109883     "    0  255    0	PAP   76 > 50  
[19:47:26.216 09/02/1996]   109884     "    0  255    0	PAP   76 > 50  
[19:47:27.240 09/02/1996]   109885     "    0  255    0	PAP   76 > 50  
[19:47:28.264 09/02/1996]   109886     "    0  255    0	PAP   76 > 50  
[19:47:29.288 09/02/1996]   109887     "    0  255    0	PAP   76 > 50  
[19:47:30.312 09/02/1996]   109888     "    0  255    0	PAP   76 > 50  
[19:47:31.336 09/02/1996]   109889     "    0  255    0	PAP   76 > 50  
[19:47:32.360 09/02/1996]   109890     "    0  255    0	PAP   76 > 50  
[19:47:33.384 09/02/1996]   109891     "    0  255    0	PAP   76 > 50  
[19:47:34.408 09/02/1996]   109892     "    0  255    0	PAP   76 > 50  
[19:47:35.432 09/02/1996]   109893     "    0  255    0	PAP   76 > 50  
[19:47:36.456 09/02/1996]   109894     "    0  255    0	PAP   76 > 50  
[19:47:37.480 09/02/1996]   109895     "    0  255    0	PAP   76 > 50  
[19:47:38.504 09/02/1996]   109896     "    0  255    0	PAP   76 > 50  
[19:47:39.528 09/02/1996]   109897     "    0  255    0	PAP   76 > 50  
[19:47:40.552 09/02/1996]   109898     "    0  255    0	PAP   76 > 50  
[19:47:41.576 09/02/1996]   109899     "    0  255    0	PAP   76 > 50  
[19:47:42.600 09/02/1996]   109900     "    0  255    0	PAP   76 > 50  
[19:47:43.624 09/02/1996]   109901     "    0  255    0	PAP   76 > 50  
[19:47:44.648 09/02/1996]   109902     "    0  255    0	PAP   76 > 50  
[19:47:45.672 09/02/1996]   109903     "    0  255    0	PAP   76 > 50  
[19:47:46.696 09/02/1996]   109904     "    0  255    0	PAP   76 > 50  
[19:47:47.720 09/02/1996]   109905     "    0  255    0	PAP   76 > 50  
[19:47:48.744 09/02/1996]   109906     "    0  255    0	PAP   76 > 50  
[19:47:49.768 09/02/1996]   109907     "    0  255    0	PAP   76 > 50  
[19:47:50.792 09/02/1996]   109908     "    0  255    0	PAP   76 > 50  
[19:47:51.816 09/02/1996]   109909     "    0  255    0	PAP   76 > 50  
[19:47:52.840 09/02/1996]   109910     "    0  255    0	PAP   76 > 50  
[19:47:53.864 09/02/1996]   109911     "    0  255    0	PAP   76 > 50  
[19:47:54.888 09/02/1996]   109912     "    0  255    0	PAP   76 > 50  
[19:47:55.912 09/02/1996]   109913     "    0  255    0	PAP   76 > 50  
[19:47:56.936 09/02/1996]   109914     "    0  255    0	PAP   76 > 50  
[19:47:57.960 09/02/1996]   109915     "    0  255    0	PAP   76 > 50  
[19:47:58.984 09/02/1996]   109916     "    0  255    0	PAP   76 > 50  
[19:48:00.008 09/02/1996]   109917     "    0  255    0	PAP   76 > 50  
[19:48:01.032 09/02/1996]   109918     "    0  255    0	PAP   76 > 50  
[19:48:02.056 09/02/1996]   109919     "    0  255    0	PAP   76 > 50  
[19:48:03.080 09/02/1996]   109920     "    0  255    0	PAP   76 > 50  
[19:48:04.104 09/02/1996]   109921     "    0  255    0	PAP   76 > 50  
[19:48:05.128 09/02/1996]   109922     "    0  255    0	PAP   76 > 50  
[19:48:06.152 09/02/1996]   109923     "    0  255    0	PAP   76 > 50  
[19:48:07.176 09/02/1996]   109924     "    0  255    0	PAP   76 > 50  
[19:48:08.200 09/02/1996]   109925     "    0  255    0	PAP   76 > 50  
[19:48:09.224 09/02/1996]   109926     "    0  255    0	PAP   76 > 50  
[19:48:10.248 09/02/1996]   109927     "    0  255    0	PAP   76 > 50  
[19:48:11.272 09/02/1996]   109928     "    0  255    0	PAP   76 > 50  
[19:48:12.296 09/02/1996]   109929     "    0  255    0	PAP   76 > 50  
[19:48:13.320 09/02/1996]   109930     "    0  255    0	PAP   76 > 50  
[19:48:14.344 09/02/1996]   109931     "    0  255    0	PAP   76 > 50  
[19:48:15.368 09/02/1996]   109932     "    0  255    0	PAP   76 > 50  
[19:48:16.392 09/02/1996]   109933     "    0  255    0	PAP   76 > 50  
[19:48:17.416 09/02/1996]   109934     "    0  255    0	PAP   76 > 50  
[19:48:18.440 09/02/1996]   109935     "    0  255    0	PAP   76 > 50  
[19:48:19.464 09/02/1996]   109936     "    0  255    0	PAP   76 > 50  
[19:48:20.488 09/02/1996]   109937     "    0  255    0	PAP   76 > 50  
[19:48:21.512 09/02/1996]   109938     "    0  255    0	PAP   76 > 50  
[19:48:22.536 09/02/1996]   109939     "    0  255    0	PAP   76 > 50  
[19:48:23.560 09/02/1996]   109940     "    0  255    0	PAP   76 > 50  
[19:48:24.584 09/02/1996]   109941     "    0  255    0	PAP   76 > 50  
[19:48:25.608 09/02/1996]   109942     "    0  255    0	PAP   76 > 50  
[19:48:26.632 09/02/1996]   109943     "    0  255    0	PAP   76 > 50  
[19:48:27.656 09/02/1996]   109944     "    0  255    0	PAP   76 > 50  
[19:48:28.680 09/02/1996]   109945     "    0  255    0	PAP   76 > 50  
[19:48:29.704 09/02/1996]   109946     "    0  255    0	PAP   76 > 50  
[19:48:30.728 09/02/1996]   109947     "    0  255    0	PAP   76 > 50  
[19:48:31.752 09/02/1996]   109948     "    0  255    0	PAP   76 > 50  
[19:48:32.776 09/02/1996]   109949     "    0  255    0	PAP   76 > 50  
[19:48:33.800 09/02/1996]   109950     "    0  255    0	PAP   76 > 50  
[19:48:34.824 09/02/1996]   109951     "    0  255    0	PAP   76 > 50  
[19:48:35.848 09/02/1996]   109952     "    0  255    0	PAP   76 > 50  
[19:48:36.872 09/02/1996]   109953     "    0  255    0	PAP   76 > 50  
[19:48:37.896 09/02/1996]   109954     "    0  255    0	PAP   76 > 50  
[19:48:38.920 09/02/1996]   109955     "    0  255    0	PAP   76 > 50  
[19:48:39.944 09/02/1996]   109956     "    0  255    0	PAP   76 > 50  
[19:48:40.968 09/02/1996]   109957     "    0  255    0	PAP   76 > 50  
[19:48:41.992 09/02/1996]   109958     "    0  255    0	PAP   76 > 50  
[19:48:43.016 09/02/1996]   109959     "    0  255    0	PAP   76 > 50  
[19:48:44.040 09/02/1996]   109960     "    0  255    0	PAP   76 > 50  
[19:48:45.064 09/02/1996]   109961     "    0  255    0	PAP   76 > 50  
[19:48:46.088 09/02/1996]   109962     "    0  255    0	PAP   76 > 50  
[19:48:47.112 09/02/1996]   109963     "    0  255    0	PAP   76 > 50  
[19:48:48.136 09/02/1996]   109964     "    0  255    0	PAP   76 > 50  
[19:48:49.160 09/02/1996]   109965     "    0  255    0	PAP   76 > 50  
[19:48:50.184 09/02/1996]   109966     "    0  255    0	PAP   76 > 50  
[19:48:51.208 09/02/1996]   109967     "    0  255    0	PAP   76 > 50  
[19:48:52.232 09/02/1996]   109968     "    0  255    0	PAP   76 > 50  
[19:48:53.256 09/02/1996]   109969     "    0  255    0	PAP   76 > 50  
[19:48:54.280 09/02/1996]   109970     "    0  255    0	PAP   76 > 50  
[19:48:55.304 09/02/1996]   109971     "    0  255    0	PAP   76 > 50  
[19:48:56.328 09/02/1996]   109972     "    0  255    0	PAP   76 > 50  
[19:48:57.352 09/02/1996]   109973     "    0  255    0	PAP   76 > 50  
[19:48:58.376 09/02/1996]   109974     "    0  255    0	PAP   76 > 50  
[19:48:59.400 09/02/1996]   109975     "    0  255    0	PAP   76 > 50  
[19:49:00.424 09/02/1996]   109976     "    0  255    0	PAP   76 > 50  
[19:49:01.448 09/02/1996]   109977     "    0  255    0	PAP   76 > 50  
[19:49:02.472 09/02/1996]   109978     "    0  255    0	PAP   76 > 50  
[19:49:03.496 09/02/1996]   109979     "    0  255    0	PAP   76 > 50  
[19:49:04.520 09/02/1996]   109980     "    0  255    0	PAP   76 > 50  
[19:49:05.544 09/02/1996]   109981     "    0  255    0	PAP   76 > 50  
[19:49:06.568 09/02/1996]   109982     "    0  255    0	PAP   76 > 50  
[19:49:07.592 09/02/1996]   109983     "    0  255    0	PAP   76 > 50  
[19:49:08.616 09/02/1996]   109984     "    0  255    0	PAP   76 > 50  
[19:49:09.640 09/02/1996]   109985     "    0  255    0	PAP   76 > 50  
[19:49:10.664 09/02/1996]   109986     "    0  255    0	PAP   76 > 50  
[19:49:11.688 09/02/1996]   109987     "    0  255    0	PAP   76 > 50  
[19:49:12.712 09/02/1996]   109988     "    0  255    0	PAP   76 > 50  
[19:49:13.736 09/02/1996]   109989     "    0  255    0	PAP   76 > 50  
[19:49:14.760 09/02/1996]   109990     "    0  255    0	PAP   76 > 50  
[19:49:15.784 09/02/1996]   109991     "    0  255    0	PAP   76 > 50  
[19:49:16.808 09/02/1996]   109992     "    0  255    0	PAP   76 > 50  
[19:49:17.832 09/02/1996]   109993     "    0  255    0	PAP   76 > 50  
[19:49:18.856 09/02/1996]   109994     "    0  255    0	PAP   76 > 50  
[19:49:19.880 09/02/1996]   109995     "    0  255    0	PAP   76 > 50  
[19:49:20.904 09/02/1996]   109996     "    0  255    0	PAP   76 > 50  
[19:49:21.928 09/02/1996]   109997     "    0  255    0	PAP   76 > 50  
[19:49:22.952 09/02/1996]   109998     "    0  255    0	PAP   76 > 50  
[19:49:23.976 09/02/1996]   109999     "    0  255    0	PAP   76 > 50  
[19:49:25.000 09/02/1996]   110000     "    0  255    0	PAP   76 > 50  
[19:49:26.024 09/02/1996]   110001     "    0  255    0	PAP   76 > 50  
[19:49:27.048 09/02/1996]   110002     "    0  255    0	PAP   76 > 50  
[19:49:28.072 09/02/1996]   110003     "    0  255    0	PAP   76 > 50  
[19:49:29.096 09/02/1996]   110004     "    0  255    0	PAP   76 > 50  
[19:49:30.120 09/02/1996]   110005     "    0  255    0	PAP   76 > 50  
[19:49:31.144 09/02/1996]   110006     "    0  255    0	PAP   76 > 50  
[19:49:32.168 09/02/1996]   110007     "    0  255    0	PAP   76 > 50  
[19:49:33.192 09/02/1996]   110008     "    0  255    0	PAP   76 > 50  
[19:49:34.216 09/02/1996]   110009     "    0  255    0	PAP   76 > 50  
[19:49:35.240 09/02/1996]   110010     "    0  255    0	PAP   76 > 50  
[19:49:36.264 09/02/1996]   110011     "    0  255    0	PAP   76 > 50  
[19:49:37.288 09/02/1996]   110012     "    0  255    0	PAP   76 > 50  
[19:49:38.312 09/02/1996]   110013     "    0  255    0	PAP   76 > 50  
[19:49:39.336 09/02/1996]   110014     "    0  255    0	PAP   76 > 50  
[19:49:40.360 09/02/1996]   110015     "    0  255    0	PAP   76 > 50  
[19:49:41.384 09/02/1996]   110016     "    0  255    0	PAP   76 > 50  
[19:49:42.408 09/02/1996]   110017     "    0  255    0	PAP   76 > 50  
[19:49:43.432 09/02/1996]   110018     "    0  255    0	PAP   76 > 50  
[19:49:44.456 09/02/1996]   110019     "    0  255    0	PAP   76 > 50  
[19:49:45.480 09/02/1996]   110020     "    0  255    0	PAP   76 > 50  
[19:49:46.504 09/02/1996]   110021     "    0  255    0	PAP   76 > 50  
[19:49:47.528 09/02/1996]   110022     "    0  255    0	PAP   76 > 50  
[19:49:48.552 09/02/1996]   110023     "    0  255    0	PAP   76 > 50  
[19:49:49.576 09/02/1996]   110024     "    0  255    0	PAP   76 > 50  
[19:49:50.600 09/02/1996]   110025     "    0  255    0	PAP   76 > 50  
[19:49:51.624 09/02/1996]   110026     "    0  255    0	PAP   76 > 50  
[19:49:52.648 09/02/1996]   110027     "    0  255    0	PAP   76 > 50  
[19:49:53.672 09/02/1996]   110028     "    0  255    0	PAP   76 > 50  
[19:49:54.696 09/02/1996]   110029     "    0  255    0	PAP   76 > 50  
[19:49:55.720 09/02/1996]   110030     "    0  255    0	PAP   76 > 50  
[19:49:56.744 09/02/1996]   110031     "    0  255    0	PAP   76 > 50  
[19:49:57.768 09/02/1996]   110032     "    0  255    0	PAP   76 > 50  
[19:49:58.792 09/02/1996]   110033     "    0  255    0	PAP   76 > 50  
[19:49:59.816 09/02/1996]   110034     "    0  255    0	PAP   76 > 50  
[19:50:00.840 09/02/1996]   110035     "    0  255    0	PAP   76 > 50  
[19:50:01.864 09/02/1996]   110036     "    0  255    0	PAP   76 > 50  
[19:50:02.888 09/02/1996]   110037     "    0  255    0	PAP   76 > 50  
[19:50:03.912 09/02/1996]   110038     "    0  255    0	PAP   76 > 50  
[19:50:04.936 09/02/1996]   110039     "    0  255    0	PAP   76 > 50  
[19:50:05.960 09/02/1996]   110040     "    0  255    0	PAP   76 > 50  
[19:50:06.984 09/02/1996]   110041     "    0  255    0	PAP   76 > 50  
[19:50:08.008 09/02/1996]   110042     "    0  255    0	PAP   76 > 50  
[19:50:09.032 09/02/1996]   110043     "    0  255    0	PAP   76 > 50  
[19:50:10.056 09/02/1996]   110044     "    0  255    0	PAP   76 > 50  
[19:50:11.080 09/02/1996]   110045     "    0  255    0	PAP   76 > 50  
[19:50:12.104 09/02/1996]   110046     "    0  255    0	PAP   76 > 50  
[19:50:13.128 09/02/1996]   110047     "    0  255    0	PAP   76 > 50  
[19:50:14.152 09/02/1996]   110048     "    0  255    0	PAP   76 > 50  
[19:50:15.176 09/02/1996]   110049     "    0  255    0	PAP   76 > 50  
[19:50:16.200 09/02/1996]   110050     "    0  255    0	PAP   76 > 50  
[19:50:17.224 09/02/1996]   110051     "    0  255    0	PAP   76 > 50  
[19:50:18.248 09/02/1996]   110052     "    0  255    0	PAP   76 > 50  
[19:50:19.272 09/02/1996]   110053     "    0  255    0	PAP   76 > 50  
[19:50:20.296 09/02/1996]   110054     "    0  255    0	PAP   76 > 50  
[19:50:21.320 09/02/1996]   110055     "    0  255    0	PAP   76 > 50  
[19:50:22.344 09/02/1996]   110056     "    0  255    0	PAP   76 > 50  
[19:50:23.368 09/02/1996]   110057     "    0  255    0	PAP   76 > 50  
[19:50:24.392 09/02/1996]   110058     "    0  255    0	PAP   76 > 50  
[19:50:25.416 09/02/1996]   110059     "    0  255    0	PAP   76 > 50  
[19:50:26.440 09/02/1996]   110060     "    0  255    0	PAP   76 > 50  
[19:50:27.464 09/02/1996]   110061     "    0  255    0	PAP   76 > 50  
[19:50:28.488 09/02/1996]   110062     "    0  255    0	PAP   76 > 50  
[19:50:29.512 09/02/1996]   110063     "    0  255    0	PAP   76 > 50  
[19:50:30.536 09/02/1996]   110064     "    0  255    0	PAP   76 > 50  
[19:50:31.560 09/02/1996]   110065     "    0  255    0	PAP   76 > 50  
[19:50:32.584 09/02/1996]   110066     "    0  255    0	PAP   76 > 50  
[19:50:33.608 09/02/1996]   110067     "    0  255    0	PAP   76 > 50  
[19:50:34.632 09/02/1996]   110068     "    0  255    0	PAP   76 > 50  
[19:50:35.656 09/02/1996]   110069     "    0  255    0	PAP   76 > 50  
[19:50:36.680 09/02/1996]   110070     "    0  255    0	PAP   76 > 50  
[19:50:37.704 09/02/1996]   110071     "    0  255    0	PAP   76 > 50  
[19:50:38.728 09/02/1996]   110072     "    0  255    0	PAP   76 > 50  
[19:50:39.752 09/02/1996]   110073     "    0  255    0	PAP   76 > 50  
[19:50:40.776 09/02/1996]   110074     "    0  255    0	PAP   76 > 50  
[19:50:41.800 09/02/1996]   110075     "    0  255    0	PAP   76 > 50  
[19:50:42.824 09/02/1996]   110076     "    0  255    0	PAP   76 > 50  
[19:50:43.848 09/02/1996]   110077     "    0  255    0	PAP   76 > 50  
[19:50:44.872 09/02/1996]   110078     "    0  255    0	PAP   76 > 50  
[19:50:45.896 09/02/1996]   110079     "    0  255    0	PAP   76 > 50  
[19:50:46.920 09/02/1996]   110080     "    0  255    0	PAP   76 > 50  
[19:50:47.944 09/02/1996]   110081     "    0  255    0	PAP   76 > 50  
[19:50:48.968 09/02/1996]   110082     "    0  255    0	PAP   76 > 50  
[19:50:49.992 09/02/1996]   110083     "    0  255    0	PAP   76 > 50  
[19:50:51.016 09/02/1996]   110084     "    0  255    0	PAP   76 > 50  
[19:50:52.040 09/02/1996]   110085     "    0  255    0	PAP   76 > 50  
[19:50:53.064 09/02/1996]   110086     "    0  255    0	PAP   76 > 50  
[19:50:54.088 09/02/1996]   110087     "    0  255    0	PAP   76 > 50  
[19:50:55.112 09/02/1996]   110088     "    0  255    0	PAP   76 > 50  
[19:50:56.136 09/02/1996]   110089     "    0  255    0	PAP   76 > 50  
[19:50:57.160 09/02/1996]   110090     "    0  255    0	PAP   76 > 50  
[19:50:58.184 09/02/1996]   110091     "    0  255    0	PAP   76 > 50  
[19:50:59.208 09/02/1996]   110092     "    0  255    0	PAP   76 > 50  
[19:51:00.232 09/02/1996]   110093     "    0  255    0	PAP   76 > 50  
[19:51:01.256 09/02/1996]   110094     "    0  255    0	PAP   76 > 50  
[19:51:02.280 09/02/1996]   110095     "    0  255    0	PAP   76 > 50  
[19:51:03.304 09/02/1996]   110096     "    0  255    0	PAP   76 > 50  
[19:51:04.328 09/02/1996]   110097     "    0  255    0	PAP   76 > 50  
[19:51:05.352 09/02/1996]   110098     "    0  255    0	PAP   76 > 50  
[19:51:06.376 09/02/1996]   110099     "    0  255    0	PAP   76 > 50  
[19:51:07.400 09/02/1996]   110100     "    0  255    0	PAP   76 > 50  
[19:51:08.424 09/02/1996]   110101     "    0  255    0	PAP   76 > 50  
[19:51:09.448 09/02/1996]   110102     "    0  255    0	PAP   76 > 50  
[19:51:10.472 09/02/1996]   110103     "    0  255    0	PAP   76 > 50  
[19:51:11.496 09/02/1996]   110104     "    0  255    0	PAP   76 > 50  
[19:51:12.520 09/02/1996]   110105     "    0  255    0	PAP   76 > 50  
[19:51:13.544 09/02/1996]   110106     "    0  255    0	PAP   76 > 50  
[19:51:14.568 09/02/1996]   110107     "    0  255    0	PAP   76 > 50  
[19:51:15.592 09/02/1996]   110108     "    0  255    0	PAP   76 > 50  
[19:51:16.616 09/02/1996]   110109     "    0  255    0	PAP   76 > 50  
[19:51:17.640 09/02/1996]   110110     "    0  255    0	PAP   76 > 50  
[19:51:18.664 09/02/1996]   110111     "    0  255    0	PAP   76 > 50  
[19:51:19.688 09/02/1996]   110112     "    0  255    0	PAP   76 > 50  
[19:51:20.712 09/02/1996]   110113     "    0  255    0	PAP   76 > 50  
[19:51:21.736 09/02/1996]   110114     "    0  255    0	PAP   76 > 50  
